BDGNBR,n
176426,1
176427,26
176429,61
176432,1
176444,5
176445,1
176446,15
176447,30
176450,1
176452,2
176453,30
176454,21
176455,1
176457,9
176466,1
176475,1
176477,23
176478,4
176479,1
176482,2
176485,38
176492,23
176495,1
176497,2
176499,2
176501,1
176503,3
176505,14
176506,6
176507,7
176515,19
176517,1
176519,6
176527,1
176529,17
176535,28
176538,7
176556,1
176558,1
176566,26
176567,5
176568,35
176570,18
176574,1
176585,2
176591,15
176592,8
176608,1
176630,5
176633,1
176638,9
176648,1
176672,1
176676,1
176679,1
176680,2
176690,40
176691,10
176692,36
176694,3
176695,1
176698,11
176704,1
176708,8
176720,47
176723,1
176725,59
176726,1
176730,1
176732,44
176735,56
176743,1
176744,11
176745,10
176749,7
176761,3
176776,23
176781,9
176795,51
176796,12
176805,35
176806,62
176808,43
176814,42
176818,19
176835,26
176837,1
176838,5
176845,1
176846,39
176847,6
176848,3
176852,18
176853,34
176855,33
176859,3
176861,8
176862,34
176863,10
176864,4
176865,8
176874,9
176880,16
176881,1
176891,1
176894,13
176895,10
176896,26
176898,8
176899,6
176901,22
176904,10
176906,1
176908,4
176912,6
176914,1
176916,1
176917,1
176919,1
176922,2
176930,1
176938,1
176944,1
176945,1
176948,5
176957,1
176958,5
176960,6
176968,22
176969,8
176970,4
176972,23
176974,16
176975,15
176976,42
176977,48
176979,20
176980,6
176981,43
176982,10
176983,52
176984,22
176985,20
176986,25
176988,14
176989,15
176990,15
176991,13
176992,17
176993,10
176994,51
176995,12
176996,1
176997,48
176998,1
177007,1
177009,9
177017,16
177026,18
177032,27
177033,22
177034,33
177035,1
177036,5
177037,2
177038,6
177039,4
177040,2
177041,5
177043,9
177044,1
177045,7
177051,1
177054,1
177061,16
177069,1
177070,24
177073,11
177075,6
177076,9
177078,61
177079,46
177080,43
177084,46
177089,32
177090,4
177093,35
177108,26
177129,7
177198,4
177200,8
177201,8
177202,15
177206,3
177210,1
177214,6
177215,14
177218,1
177220,3
177222,25
177223,30
177224,16
177225,11
177226,28
177228,7
177229,9
177230,11
177231,3
177238,1
177248,20
177258,18
177259,1
177271,1
177273,15
177280,1
177286,7
177294,11
177296,7
177300,19
177315,6
177321,11
177375,2
177379,1
177381,17
177390,3
177393,53
177394,28
177395,42
177396,63
177397,41
177405,61
177416,47
177428,28
177436,14
177446,11
177467,21
177481,9
177485,5
177504,11
177505,9
177507,2
177508,1
177509,5
177510,4
177511,12
177512,4
177536,5
177539,19
177540,5
177541,7
177543,8
177544,5
177545,3
177546,8
177550,2
177552,4
177553,19
177554,14
177555,26
177568,6
177569,29
177573,15
177577,1
177578,12
177581,5
177590,4
177593,30
177596,16
177609,34
177610,12
177630,26
177644,6
177655,1
177658,4
177659,19
177684,36
177685,29
177686,51
177699,20
177702,2
177703,22
177711,16
177731,32
177732,4
177740,44
177741,35
177742,11
177747,24
177749,5
177750,3
177751,14
177754,20
177755,22
177757,49
177759,5
177760,9
177767,6
177768,24
177769,3
177801,3
177803,27
177837,13
177852,47
177853,28
177854,30
177862,3
177863,35
177864,14
177865,9
177867,24
177868,2
177871,30
177876,32
177877,41
177878,43
177879,15
177880,37
177881,39
177882,33
177883,38
177884,50
177885,28
177891,3
177897,10
177900,72
177903,32
177904,9
177905,4
177906,5
177907,48
177908,1
177910,10
177912,6
177915,52
177918,10
177919,12
177921,30
177923,12
177924,40
177925,10
177926,2
177928,30
177931,38
177935,22
177937,45
177942,45
177944,16
177947,8
177949,29
177950,11
177951,45
177952,1
177955,39
177960,32
177962,30
177964,36
177965,58
177966,54
177970,12
177971,25
177976,42
177980,26
177981,37
177985,44
177986,48
177987,33
177990,36
177991,36
177993,45
177994,11
177998,43
178000,42
178001,47
178003,30
178004,37
178006,37
178008,51
178012,20
178013,33
178014,39
178015,24
178017,6
178018,43
178019,32
178020,13
178025,46
178036,21
178043,44
178046,35
178048,63
178053,13
178054,7
178055,9
178056,42
178057,8
178058,11
178059,47
178063,42
178065,43
178071,3
178072,14
178073,30
178074,58
178081,58
178084,48
178094,10
178124,25
178128,59
178132,37
178133,41
178137,26
178138,35
178142,20
178144,47
178150,41
178197,9
178198,13
178200,5
178208,15
178227,1
178228,2
178234,1
178236,22
178237,45
178238,48
178239,6
178240,8
178241,37
178242,43
178244,10
178245,17
178246,37
178248,34
178249,44
178251,37
178252,14
178253,51
178255,6
178259,44
178260,43
178263,76
178264,7
178267,14
178272,1
178274,14
178278,4
178280,5
178294,19
178298,5
178299,8
178300,12
178301,2
178313,5
178315,31
178323,3
178324,13
178325,19
178326,34
178327,3
178328,37
178329,13
178331,13
178336,24
178356,1
178364,24
178365,10
178366,12
178368,48
178370,30
178376,58
178378,1
178379,23
178384,50
178410,39
178412,1
178447,3
178452,13
178453,10
178470,7
178472,8
178478,32
178495,18
178497,1
178500,10
178501,17
178502,31
178526,38
178527,13
178528,2
178529,7
178530,7
178534,39
178538,49
178539,51
178540,44
178545,10
178546,3
178563,10
178564,8
178571,1
178577,1
178579,6
178580,11
178582,45
178584,46
178589,63
178593,42
178613,58
178617,31
178619,3
178622,10
178643,1
178652,44
178657,8
178661,6
178664,1
178667,47
178674,8
178675,3
178676,6
178677,5
178678,14
178679,11
178680,11
178685,11
178686,7
178687,7
178695,46
178699,68
178710,9
178721,1
178722,7
178723,2
178724,32
178727,38
178730,1
178731,38
178733,56
178734,1
178737,35
178741,50
178746,11
178747,52
178750,25
178787,1
178796,66
178797,38
178799,53
178801,41
178802,46
178803,46
178804,1
178805,33
178806,65
178807,60
178808,50
178809,37
178810,40
178811,38
178812,29
178813,44
178815,3
178819,35
178821,45
178822,7
178824,28
178836,6
178839,10
178840,8
178851,1
178853,42
178854,49
178855,1
178862,38
178864,40
178866,47
178879,1
178896,29
178897,30
178899,23
178906,54
178936,40
178938,41
178945,15
178981,44
178983,32
178993,39
178997,24
179048,39
179049,1
179069,1
179086,15
179088,8
179093,10
179094,1
179114,1
179117,18
179118,23
179124,38
179126,39
179127,17
179128,34
179129,40
179130,36
179131,35
179132,39
179133,47
179135,32
179136,45
179137,31
179138,47
179139,32
179140,45
179141,62
179142,38
179143,45
179144,25
179145,17
179146,52
179147,23
179168,13
179171,18
179178,19
179179,31
179180,7
179182,21
179186,14
179190,34
179193,8
179194,33
179212,23
179234,32
179252,1
179256,28
179257,12
179302,10
179303,13
179311,41
179329,8
179335,44
179336,40
179337,31
179338,1
179345,24
179347,30
179348,21
179371,26
179373,25
179374,1
179375,2
179376,12
179377,27
179405,28
179409,37
179416,1
179421,24
179422,35
179426,69
179433,5
179459,8
179460,7
179474,15
179482,11
179488,20
179491,7
179492,4
179495,33
179498,12
179500,4
179502,6
179503,10
179507,19
179527,12
179528,7
179532,5
179533,2
179535,19
179537,42
179538,43
179541,10
179542,8
179555,13
179556,2
179557,9
179558,4
179570,10
179579,15
179581,1
179583,1
179585,1
179586,22
179587,21
179596,2
179597,6
179624,7
179637,4
179638,51
179639,39
179643,30
179644,9
179646,17
179647,18
179655,1
179656,14
179657,24
179658,3
179659,3
179660,4
179661,17
179664,19
179665,11
179666,6
179676,22
179677,15
179687,15
179695,5
179696,15
179700,3
179701,36
179710,33
179725,18
179726,4
179741,1
179742,57
179743,40
179744,39
179745,10
179746,55
179748,39
179753,3
179788,3
179789,1
179791,2
179792,3
179794,55
179796,6
179808,24
179823,6
179824,18
179825,22
179836,42
179843,31
179845,30
179855,24
179884,6
179890,1
179904,1
179936,58
179960,1
179973,1
179989,1
180035,1
180036,4
180037,5
180038,5
180039,2
180041,43
180125,1
180158,1
180191,8
180192,13
180208,14
180209,9
180256,5
180273,21
180304,1
180308,12
180340,1
180343,3
180344,6
180346,5
180352,28
180387,3
180401,5
180409,7
180434,29
180435,13
180436,5
180437,9
180502,3
180503,8
180510,8
180560,15
180561,24
180562,17
180563,5
180565,14
180610,11
180615,17
180622,13
180625,10
180626,22
180627,22
180631,12
180632,16
180633,31
180634,17
180636,5
180683,24
180694,8
180699,2
180748,14
180749,12
180754,14
180767,12
180808,23
180809,16
180813,8
180821,7
180827,13
180837,29
180842,13
180854,18
180858,1
180859,10
180860,1
180861,1
180870,10
180871,12
180873,12
180900,5
180901,4
180911,11
180915,5
180967,12
180973,23
180974,3
180998,2
180999,5
181014,2
181018,8
181019,3
181032,25
181035,12
181076,7
181183,7
181186,14
181198,7
181202,18
181203,10
181252,3
181253,32
181255,18
181329,6
181375,9
181400,22
181401,20
181421,1
181435,1
181495,9
181619,37
181671,42
181674,7
181687,7
181709,4
181715,10
181967,7
181978,1
181979,7
182037,3
182080,4
182081,1
182082,1
182083,1
182084,1
182099,4
182100,1
182105,4
182106,5
182109,1
182110,1
182111,2
182123,1
182163,1
182172,7
182197,15
182207,9
182210,3
182215,2
182219,29
182234,2
182238,5
182239,2
182240,14
182241,18
182253,3
182301,47
182303,2
182307,12
182308,1
182314,25
182324,2
182325,11
182330,1
182332,2
182336,15
182338,55
182340,27
182341,2
182344,10
182345,15
182347,6
182349,16
182350,13
182355,6
182358,17
182377,32
182378,25
182382,9
182405,14
182407,12
182491,15
182492,1
182524,30
182525,38
182526,15
182527,32
182528,29
182531,39
182532,51
182533,37
182550,7
182556,10
182583,21
182625,9
182626,12
182632,23
182636,14
182637,3
182638,3
182641,12
182642,14
182650,9
182653,1
182654,7
182655,2
182656,43
182657,10
182658,1
182659,4
182660,10
182661,10
182662,8
182663,9
182664,2
182685,7
182686,2
182689,11
182691,19
182693,13
182699,28
182700,18
182701,34
182702,40
182703,26
182704,39
182705,31
182706,18
182707,13
182708,19
182709,26
182710,11
182712,11
182725,4
182732,34
182733,10
182734,8
182819,3
182848,6
182849,20
182850,11
182861,14
182862,13
182880,6
182881,14
182883,9
182884,18
182886,12
182892,16
182908,5
182918,33
182975,29
182976,26
182978,11
182979,18
182980,17
182984,18
182991,29
183005,16
183008,8
183009,21
183010,30
183013,29
183014,47
183017,34
183018,20
183019,22
183020,17
183021,26
183027,9
183028,35
183029,25
183030,25
183031,14
183032,22
183033,19
183034,40
183040,17
183041,15
183042,17
183043,22
183044,40
183045,36
183046,35
183047,44
183048,18
183049,41
183050,24
183053,25
183054,18
183055,30
183061,6
183063,7
183065,14
183066,19
183069,17
183070,2
183071,8
183072,27
183073,32
183074,16
183075,3
183077,2
183078,1
183079,2
183080,24
183085,37
183087,2
183088,32
183089,43
183090,49
183091,29
183092,33
183093,7
183094,29
183095,20
183096,27
183098,31
183099,5
183100,20
183101,32
183102,15
183103,5
183104,25
183105,3
183107,16
183109,42
183110,30
183111,25
183112,41
183113,5
183114,41
183115,41
183116,24
183117,21
183119,40
183120,44
183121,33
183122,27
183123,27
183124,24
183125,32
183126,37
183127,33
183128,33
183129,28
183130,34
183131,24
183132,36
183133,29
183134,26
183135,33
183136,29
183137,49
183138,45
183139,23
183147,1
183150,6
183151,7
183156,13
183173,5
183174,6
183175,26
183205,24
183209,4
183211,7
183212,4
183214,19
183217,17
183220,1
183221,6
183223,25
183224,12
183230,22
183239,22
183240,23
183243,12
183252,14
183268,26
183270,7
183272,32
183273,26
183274,16
183280,1
183281,11
183282,18
183292,11
183299,26
183302,22
183303,24
183304,21
183307,21
183359,9
183360,3
183367,19
183373,3
183374,6
183375,1
183379,20
183385,5
183386,37
183398,17
183403,4
183404,19
183405,7
183406,3
183438,5
183463,11
183468,1
183472,6
183473,17
183499,4
183503,4
183513,3
183531,8
183532,2
183540,3
183541,22
183542,31
183561,5
183562,4
183563,6
183568,22
183569,4
183570,33
183571,31
183572,22
183584,1
183609,1
183613,8
183649,3
183650,24
183651,7
183652,8
183694,4
183695,3
183713,13
183714,17
183715,26
183734,4
183740,4
183743,6
183755,3
183756,16
183757,13
183761,5
183762,6
183765,7
183776,1
183783,16
183784,1
183800,15
183801,8
183802,4
183818,3
183831,24
183856,7
183857,7
183904,2
183981,1
184045,2
184059,2
184091,3
184143,9
184206,1
184253,6
184340,4
184351,2
184359,5
184832,16
184848,18
184854,20
184855,11
184856,9
184861,16
184863,13
184876,8
184877,8
184878,10
184879,19
184880,3
184929,4
185099,20
185101,13
185114,4
185115,1
185172,14
185273,3
185274,15
185288,2
185327,1
185338,5
185358,4
185360,4
185371,3
185372,4
185383,4
185400,2
185401,4
185402,3
185412,26
185415,7
185445,7
185447,3
185495,1
185518,12
185528,7
185529,20
185530,9
185531,17
185534,5
185574,7
185578,11
185589,3
185625,1
185630,1
185648,4
185651,11
185652,16
185653,2
185675,3
185678,1
185685,26
185687,10
185689,9
185764,17
185766,1
185790,8
185798,15
185800,12
185803,16
185804,14
185805,9
185806,6
185817,11
185818,4
185839,1
185840,4
185841,1
185842,18
185882,17
185883,16
185900,2
185946,6
185947,12
185962,1
186044,1
186053,10
186054,7
186055,14
186056,15
186074,4
186076,4
186079,8
186093,2
186096,6
186131,2
186133,1
186139,10
186140,6
186141,12
186142,21
186143,6
186146,1
186151,3
186167,1
186169,2
186171,12
186172,10
186212,7
186218,12
186220,6
186251,9
186252,5
186253,2
186302,6
186303,1
186304,9
186323,1
186351,14
186355,1
186360,7
186361,16
186379,3
186380,3
186382,2
186384,1
186385,2
186387,4
186397,1
186404,14
186427,3
186428,1
186429,1
186436,1
186443,3
186453,6
186454,12
186458,3
186459,6
186477,9
186484,19
186603,10
186649,3
186683,5
186684,3
186685,8
186687,4
186723,1
186735,3
186736,1
186778,28
186779,23
186781,4
186789,21
186791,27
186792,24
186793,29
186795,27
186796,8
186797,23
186798,5
186799,6
186800,28
186808,28
186809,27
186810,7
186811,19
186812,14
186813,18
186814,24
186815,35
186862,13
186863,5
186865,41
186866,14
186896,11
186918,7
186919,6
186920,10
186943,12
186961,3
186962,6
186980,77
187026,8
187027,6
187028,3
187029,11
187031,14
187033,11
187034,3
187035,15
187037,4
187038,4
187039,12
187064,15
187073,1
187074,2
187075,2
187076,15
187082,1
187112,4
187126,2
187164,3
187198,10
187199,4
187205,4
187210,2
187211,5
187212,5
187213,12
187214,14
187215,5
187222,10
187268,3
187431,23
187474,8
187478,2
187480,9
187488,1
187541,8
187573,6
187641,1
187653,23
187654,4
187655,3
187656,5
187657,4
187658,2
187784,1
188027,4
188028,4
188119,11
188150,1
188222,2
188240,3
188269,3
188369,8
188405,1
188528,1
188534,1
188676,3
188723,4
188725,2
188728,2
188731,2
188777,2
188785,2
188807,2
188822,5
188831,1
188837,7
188838,13
188978,4
189435,11
189536,21
189548,6
189618,14
189677,2
189678,4
189679,3
189680,4
189681,4
189683,4
189816,1
190061,23
190227,2
190257,2
190356,3
190357,4
190560,1
190716,2
190717,1
190744,3
190798,2
195843,1
195848,1
195850,1
195852,1
195855,23
195862,1
195869,25
195870,21
195871,22
195872,21
195875,33
195876,24
195877,12
195887,11
195888,11
195889,11
195895,1
195899,11
195908,1
195917,1
195919,1
195921,1
195926,60
195927,72
195928,111
195929,13
195930,14
195931,21
195932,4
195933,2
195941,21
195942,37
195943,13
195944,7
195945,91
195946,18
196669,1
196671,3
196672,1
196687,1
196689,1
196702,1
196703,1
196705,2
196707,1
196712,1
196713,1
196715,15
196717,1
196718,20
196719,1
196721,31
196729,1
196731,1
196740,35
196743,89
196747,117
196753,105
196772,47
196773,22
196774,28
196776,1
196781,31
196787,35
196788,76
196789,22
196792,22
196794,15
196796,30
196798,103
196799,85
196801,94
196803,76
196804,96
196805,60
196806,90
196810,89
196811,11
196812,89
196813,13
196815,106
196817,102
196819,41
196821,82
196822,84
196824,46
196828,76
196834,21
196835,81
196838,17
196839,22
196842,84
196844,1
196845,19
196846,4
196847,48
196848,57
196849,1
196851,19
196856,46
196860,70
196862,1
196865,117
196869,87
196873,96
196878,23
196880,50
196881,81
196882,11
196883,98
196884,94
196885,92
196886,57
196887,86
196888,108
196889,71
196890,93
196893,118
196894,68
196896,25
196899,16
196900,15
196903,27
196905,24
196907,89
196909,14
196911,11
196913,26
196915,100
196917,8
196920,96
196921,84
196922,42
196923,33
196924,3
196925,79
196926,5
196927,21
196928,34
196929,34
196931,113
196933,6
196942,89
196944,103
196945,83
196947,75
196948,21
196949,49
196951,84
196952,8
196953,72
196967,15
196968,39
196969,5
196970,16
196971,105
196972,80
196975,48
196976,61
196982,1
196989,110
197000,66
197001,95
197002,11
197010,2
197011,24
197012,20
197013,2
197014,26
197015,25
197016,21
197019,2
197023,9
197027,1
197038,18
197039,48
197044,1
197102,1
197111,10
197118,1
197127,1
197140,26
197141,5
197142,1
197143,1
197144,6
197146,2
197151,9
197157,13
197163,1
197168,102
197172,88
197173,108
197180,7
197182,29
197183,3
197184,14
197185,27
197186,6
197187,4
197188,8
197189,19
197191,33
197196,9
197199,14
197200,43
197201,37
197204,19
197206,2
197207,16
197209,6
197210,11
197213,6
197217,14
197220,105
197221,14
197222,21
197227,16
197231,11
197234,95
197235,78
197236,65
197237,57
197238,105
197248,60
197256,5
197261,67
197264,102
197265,105
197266,57
197269,14
197271,8
197275,10
197276,76
197278,81
197280,12
197281,27
197282,42
197283,16
197284,60
197285,113
197286,79
197287,40
197288,80
197291,94
197292,52
197293,57
197294,32
197295,53
197296,86
197297,83
197299,91
197300,9
197301,102
197302,109
197303,36
197304,26
197305,92
197306,65
197307,105
197308,93
197309,35
197310,34
197311,14
197312,1
197315,25
197316,29
197317,17
197319,23
197320,15
197321,49
197324,40
197325,34
197326,36
197327,43
197329,22
197330,42
197331,20
197332,96
197334,83
197337,90
197338,82
197339,52
197340,3
197345,11
197346,38
197347,34
197348,11
197354,105
197355,54
197356,77
197357,88
197358,45
197359,43
197360,65
197361,45
197362,107
197363,45
197365,86
197366,114
197367,1
197368,30
197371,99
197372,97
197373,15
197374,13
197375,38
197376,106
197377,92
197378,101
197379,51
197381,46
197383,17
197384,108
197385,108
197386,78
197390,3
197392,22
197393,1
197394,1
197395,1
197396,24
197397,51
197398,106
197399,1
197401,17
197404,49
197405,98
197406,110
197407,88
197408,94
197409,72
197410,99
197413,70
197415,68
197440,1
197441,1
197442,1
197456,1
197457,21
197459,1
197460,1
197472,48
197473,27
197475,1
197476,76
197478,1
197480,30
197481,22
197482,26
197483,7
197484,8
197485,7
197486,12
197487,58
197488,41
197489,18
197490,8
197491,93
197492,10
197494,31
197495,15
197496,49
197497,1
197498,1
197499,10
197500,26
197501,23
197502,71
197509,5
197513,33
197514,13
197515,1
197516,12
197517,60
197518,93
197520,12
197521,4
197522,15
197523,6
197524,22
197525,34
197528,104
197529,96
197530,4
197531,7
197533,16
197534,95
197535,24
197540,80
197542,89
197543,106
197544,4
197545,80
197546,106
197547,47
197548,10
197549,104
197550,34
197551,43
197552,7
197553,67
197554,78
197555,85
197557,15
197558,96
197560,42
197561,93
197562,37
197564,50
197565,118
197569,3
197573,1
197577,3
197582,5
197587,1
197591,1
197594,1
197608,24
197619,27
197622,1
197632,1
197639,1
197640,1
197642,3
197647,33
197648,24
197650,1
197664,1
197665,41
197672,102
197673,90
197674,100
197680,105
197681,44
197682,94
197683,107
197686,70
197687,67
197689,56
197693,5
197696,57
197697,32
197698,89
197699,78
197700,8
197701,3
197702,91
197703,77
197704,92
197705,18
197706,96
197707,55
197709,112
197710,26
197716,64
197717,26
197718,96
197719,67
197720,82
197721,98
197722,81
197725,72
197726,88
197727,48
197728,23
197730,38
197732,1
197733,84
197734,28
197735,32
197744,21
197755,64
197756,14
197758,20
197759,18
197765,11
197767,9
197772,1
197778,1
197779,35
197794,35
197795,12
197799,1
197800,3
197801,49
197810,9
197812,3
197813,5
197814,2
197815,15
197816,29
197817,17
197820,70
197823,12
197825,24
197828,17
197829,60
197832,40
197836,16
197837,112
197838,44
197839,31
197840,44
197842,73
197843,45
197844,107
197847,3
197848,9
197849,5
197853,17
197857,1
197862,7
197863,22
197864,36
197865,31
197866,34
197867,18
197868,8
197869,9
197874,14
197875,2
197876,2
197877,10
197878,9
197880,32
197882,30
197891,21
197892,12
197893,18
197894,20
197898,1
197901,1
197908,5
197909,14
197910,3
197911,3
197912,2
197916,19
197919,81
197920,101
197926,81
197931,29
197932,81
197933,96
197941,29
197942,9
197943,30
197944,23
197945,33
197946,24
197947,86
197948,81
197949,108
197950,52
197952,1
197953,1
197955,47
197959,1
197964,35
197969,1
197970,43
197971,49
197972,39
197973,45
197975,27
197977,107
197978,45
197981,51
197985,18
197986,49
197989,38
197990,39
197991,6
197999,54
198000,44
198004,1
198006,26
198009,1
198012,5
198013,2
198014,16
198015,27
198016,7
198017,17
198019,9
198023,2
198027,1
198028,1
198032,2
198034,2
198054,1
198057,9
198058,21
198062,25
198063,36
198064,14
198084,8
198085,48
198086,17
198087,18
198091,26
198092,7
198093,40
198094,32
198095,30
198096,13
198097,13
198100,13
198102,14
198107,11
198109,2
198112,8
198117,12
198118,8
198119,35
198121,14
198124,91
198130,1
198138,6
198142,2
198144,2
198146,11
198156,17
198158,6
198160,47
198166,8
198167,42
198168,47
198180,49
198181,29
198182,33
198183,31
198184,40
198185,4
198186,31
198187,10
198188,15
198189,17
198190,8
198191,20
198193,1
198194,20
198199,13
198200,27
198202,16
198203,19
198207,40
198209,21
198214,30
198217,39
198221,2
198222,21
198225,44
198226,19
198227,22
198228,39
198230,61
198232,24
198250,6
198251,12
198254,24
198255,10
198256,2
198257,14
198260,33
198265,12
198269,8
198281,23
198282,20
198283,17
198284,16
198285,41
198286,31
198287,11
198288,14
198292,15
198293,13
198299,15
198301,10
198304,17
198305,9
198306,2
198307,17
198309,22
198310,4
198311,7
198312,5
198313,5
198314,3
198315,18
198316,25
198317,17
198320,1
198322,1
198324,1
198330,110
198333,1
198336,1
198340,1
198344,14
198345,6
198346,12
198348,12
198349,9
198350,8
198351,1
198359,18
198361,8
198362,7
198363,9
198386,2
198387,22
198388,1
198389,11
198390,1
198392,1
198402,9
198404,1
198410,8
198414,4
198422,18
198427,18
198428,17
198429,12
198432,19
198433,5
198434,7
198454,1
198459,2
198460,13
198461,21
198462,7
198463,15
198468,7
198469,1
198479,1
198485,5
198486,8
198489,17
198497,8
198505,12
198506,6
198507,15
198509,8
198511,26
198512,4
198513,15
198521,4
198522,31
198534,1
198544,12
198546,36
198547,19
198549,9
198550,19
198551,17
198552,11
198553,14
198554,5
198556,13
198557,4
198560,7
198563,4
198565,13
198570,7
198573,16
198574,14
198575,6
198576,4
198577,8
198581,8
198582,1
198585,4
198596,1
198599,18
198603,14
198604,14
198626,15
198643,1
198668,1
198678,21
198679,23
198680,25
198682,18
198686,1
198688,12
198689,13
198690,13
198692,8
198693,98
198694,12
198696,15
198697,110
198698,10
198699,30
198700,22
198701,1
198704,77
198706,1
198709,85
198710,18
198714,1
198717,3
198718,20
198720,7
198721,26
198722,3
198723,28
198724,31
198726,1
198727,15
198728,9
198735,4
198736,5
198737,1
198738,8
198739,9
198740,1
198741,2
198742,10
198743,11
198747,1
198750,5
198754,1
198755,2
198756,13
198757,20
198760,7
198761,31
198763,9
198764,22
198767,25
198768,17
198769,10
198770,12
198775,18
198776,25
198777,22
198778,35
198779,21
198780,1
198781,15
198782,40
198783,17
198784,9
198785,35
198786,28
198795,10
198797,14
198800,31
198803,10
198807,17
198808,22
198809,7
198810,27
198812,13
198813,18
198814,30
198815,1
198816,25
198817,21
198822,1
198828,1
198830,107
198831,95
198832,9
198833,1
198834,83
198836,89
198837,24
198838,7
198839,19
198844,34
198850,2
198851,21
198852,7
198853,22
198857,1
198863,1
198867,12
198874,11
198875,24
198876,8
198881,7
198882,7
198883,21
198885,9
198887,9
198888,6
198891,26
198893,1
198898,89
198899,10
198900,99
198901,46
198902,75
198903,83
198904,91
198905,79
198914,11
198916,20
198917,19
198919,24
198920,14
198921,16
198922,21
198924,9
198929,16
198930,2
198931,14
198933,35
198934,22
198935,21
198936,11
198937,22
198946,4
198949,1
198953,14
198961,6
198962,34
198963,14
198964,12
198965,6
198966,9
198967,8
198968,43
198969,33
198977,1
198978,1
198979,1
198980,1
198981,1
198982,13
198984,9
198986,14
198987,22
198988,13
199010,1
199011,1
199018,10
199020,9
199022,3
199023,1
199025,3
199032,29
199077,6
199100,20
199123,9
199124,16
199125,7
199126,15
199132,9
199135,18
199140,26
199141,16
199176,31
199186,13
199187,8
199188,18
199189,4
199191,12
199235,3
199253,1
199254,1
199255,1
199259,4
199263,1
199265,24
199266,19
199267,24
199268,12
199269,7
199270,16
199272,12
199275,18
199276,5
199277,4
199297,30
199298,1
199299,4
199301,10
199302,1
199303,22
199304,6
199305,9
199306,3
199314,21
199320,32
199321,1
199322,74
199323,79
199324,23
199325,70
199326,79
199327,71
199328,17
199329,62
199330,52
199331,30
199332,71
199333,29
199334,3
199335,52
199336,11
199337,47
199338,70
199339,52
199340,73
199341,59
199342,25
199343,75
199344,74
199345,65
199346,55
199347,35
199348,83
199349,72
199350,77
199351,12
199352,55
199353,75
199354,23
199355,8
199356,21
199357,78
199358,25
199359,22
199360,54
199361,1
199362,36
199363,2
199364,55
199365,69
199366,73
199367,76
199368,56
199369,55
199370,71
199371,70
199372,10
199373,23
199374,26
199375,30
199376,1
199377,27
199378,67
199379,20
199380,73
199381,18
199382,1
199383,14
199387,18
199388,1
199389,9
199390,3
