BDGNBR,n
176426,1
176427,26
176429,61
176432,1
176444,5
176445,1
176446,15
176447,30
176450,1
176452,2
176453,30
176454,21
176455,1
176457,9
176466,1
176475,1
176477,23
176478,4
176479,1
176482,2
176485,38
176492,23
176495,1
176497,2
176499,2
176501,1
176503,3
176505,14
176506,6
176507,7
176515,19
176517,1
176519,6
176527,1
176529,17
176535,28
176538,7
176556,1
176558,1
176566,26
176567,5
176568,35
176570,18
176574,1
176585,2
176591,15
176592,8
176608,1
176630,5
176633,1
176638,9
176648,1
176672,1
176676,1
176679,1
176680,2
176690,40
176691,10
176692,36
176694,3
176695,1
176698,11
176704,1
176708,8
176720,47
176723,1
176725,59
176726,1
176730,1
176732,44
176735,56
176743,1
176744,11
176745,10
176749,7
176761,3
176776,23
176781,9
176795,51
176796,12
176805,35
176806,62
176808,43
176814,42
176818,19
176835,26
176837,1
176838,5
176845,1
176846,39
176847,6
176848,3
176852,18
176853,34
176855,33
176859,3
176861,8
176862,34
176863,10
176864,4
176865,8
176874,9
176880,16
176881,1
176891,1
176894,13
176895,10
176896,26
176898,8
176899,6
176901,22
176904,10
176906,1
176908,4
176912,6
176914,1
176916,1
176917,1
176919,1
176922,2
176930,1
176938,1
176944,1
176945,1
176948,5
176957,1
176958,5
176960,6
176968,22
176969,8
176970,4
176972,23
176974,16
176975,15
176976,42
176977,48
176979,20
176980,6
176981,43
176982,10
176983,52
176984,22
176985,20
176986,25
176988,14
176989,15
176990,15
176991,13
176992,17
176993,10
176994,51
176995,12
176996,1
176997,48
176998,1
177007,1
177009,9
177017,16
177026,18
177032,27
177033,22
177034,33
177035,1
177036,5
177037,2
177038,6
177039,4
177040,2
177041,5
177043,9
177044,1
177045,7
177051,1
177054,1
177061,16
177069,1
177070,24
177073,11
177075,6
177076,9
177078,61
177079,46
177080,43
177084,46
177089,32
177090,4
177093,35
177108,26
177129,7
177198,4
177200,8
177201,8
177202,15
177206,3
177210,1
177214,6
177215,14
177218,1
177220,3
177222,25
177223,30
177224,16
177225,11
177226,28
177228,7
177229,9
177230,11
177231,3
177238,1
177248,20
177258,18
177259,1
177271,1
177273,15
177280,1
177286,7
177294,11
177296,7
177300,19
177315,6
177321,11
177375,2
177379,1
177381,17
177390,3
177393,53
177394,28
177395,42
177396,63
177397,41
177405,61
177416,47
177428,28
177436,14
177446,11
177467,21
177481,9
177485,5
177504,11
177505,9
177507,2
177508,1
177509,5
177510,4
177511,12
177512,4
177536,5
177539,19
177540,5
177541,7
177543,8
177544,5
177545,3
177546,8
177550,2
177552,4
177553,19
177554,14
177555,26
177568,6
177569,29
177573,15
177577,1
177578,12
177581,5
177590,4
177593,30
177596,16
177609,34
177610,12
177630,26
177644,6
177655,1
177658,4
177659,19
177684,36
177685,29
177686,51
177699,20
177702,2
177703,22
177711,16
177731,32
177732,4
177740,44
177741,35
177742,11
177747,24
177749,5
177750,3
177751,14
177754,20
177755,22
177757,49
177759,5
177760,9
177767,6
177768,24
177769,3
177801,3
177803,27
177837,13
177852,47
177853,28
177854,30
177862,3
177863,35
177864,14
177865,9
177867,24
177868,2
177871,30
177876,32
177877,41
177878,43
177879,15
177880,37
177881,39
177882,33
177883,38
177884,50
177885,28
177891,3
177897,10
177900,72
177903,32
177904,9
177905,4
177906,5
177907,48
177908,1
177910,10
177912,6
177915,52
177918,10
177919,12
177921,30
177923,12
177924,40
177925,10
177926,2
177928,30
177931,38
177935,22
177937,45
177942,45
177944,16
177947,8
177949,29
177950,11
177951,45
177952,1
177955,39
177960,32
177962,30
177964,36
177965,58
177966,54
177970,12
177971,25
177976,42
177980,26
177981,37
177985,44
177986,48
177987,33
177990,36
177991,36
177993,45
177994,11
177998,43
178000,42
178001,47
178003,30
178004,37
178006,37
178008,51
178012,20
178013,33
178014,39
178015,24
178017,6
178018,43
178019,32
178020,13
178025,46
178036,21
178043,44
178046,35
178048,63
178053,13
178054,7
178055,9
178056,42
178057,8
178058,11
178059,47
178063,42
178065,43
178071,3
178072,14
178073,30
178074,58
178081,58
178084,48
178094,10
178124,25
178128,59
178132,37
178133,41
178137,26
178138,35
178142,20
178144,47
178150,41
178197,9
178198,13
178200,5
178208,15
178227,1
178228,2
178234,1
178236,22
178237,45
178238,48
178239,6
178240,8
178241,37
178242,43
178244,10
178245,17
178246,37
178248,34
178249,44
178251,37
178252,14
178253,51
178255,6
178259,44
178260,43
178263,76
178264,7
178267,14
178272,1
178274,14
178278,4
178280,5
178294,19
178298,5
178299,8
178300,12
178301,2
178313,5
178315,31
178323,3
178324,13
178325,19
178326,34
178327,3
178328,37
178329,13
178331,13
178336,24
178356,1
178364,24
178365,10
178366,12
178368,48
178370,30
178376,58
178378,1
178379,23
178384,50
178410,39
178412,1
178447,3
178452,13
178453,10
178470,7
178472,8
178478,32
178495,18
178497,1
178500,10
178501,17
178502,31
178526,38
178527,13
178528,2
178529,7
178530,7
178534,39
178538,49
178539,51
178540,44
178545,10
178546,3
178563,10
178564,8
178571,1
178577,1
178579,6
178580,11
178582,45
178584,46
178589,63
178593,42
178613,58
178617,31
178619,3
178622,10
178643,1
178652,44
178657,8
178661,6
178664,1
178667,47
178674,8
178675,3
178676,6
178677,5
178678,14
178679,11
178680,11
178685,11
178686,7
178687,7
178695,46
178699,68
178710,9
178721,1
178722,7
178723,2
178724,32
178727,38
178730,1
178731,38
178733,56
178734,1
178737,35
178741,50
178746,11
178747,52
178750,25
178787,1
178796,66
178797,38
178799,53
178801,41
178802,46
178803,46
178804,1
178805,33
178806,65
178807,60
178808,50
178809,37
178810,40
178811,38
178812,29
178813,44
178815,3
178819,35
178821,45
178822,7
178824,28
178836,6
178839,10
178840,8
178851,1
178853,42
178854,49
178855,1
178862,38
178864,40
178866,47
178879,1
178896,29
178897,30
178899,23
178906,54
178936,40
178938,41
178945,15
178981,44
178983,32
178993,39
178997,24
179048,39
179049,1
179069,1
179086,15
179088,8
179093,10
179094,1
179114,1
179117,18
179118,23
179124,38
179126,39
179127,17
179128,34
179129,40
179130,36
179131,35
179132,39
179133,47
179135,32
179136,45
179137,31
179138,47
179139,32
179140,45
179141,62
179142,38
179143,45
179144,25
179145,17
179146,52
179147,23
179168,13
179171,18
179178,19
179179,31
179180,7
179182,21
179186,14
179190,34
179193,8
179194,33
179212,23
179234,32
179252,1
179256,28
179257,12
179302,10
179303,13
179311,41
179329,8
179335,44
179336,40
179337,31
179338,1
179345,24
179347,30
179348,21
179371,26
179373,25
179374,1
179375,2
179376,12
179377,27
179405,28
179409,37
179416,1
179421,24
179422,35
179426,69
179433,5
179459,8
179460,7
179474,15
179482,11
179488,20
179491,7
179492,4
179495,33
179498,12
179500,4
179502,6
179503,10
179507,19
179527,12
179528,7
179532,5
179533,2
179535,19
179537,42
179538,43
179541,10
179542,8
179555,13
179556,2
179557,9
179558,4
179570,10
179579,15
179581,1
179583,1
179585,1
179586,22
179587,21
179596,2
179597,6
179624,7
179637,4
179638,51
179639,39
179643,30
179644,9
179646,17
179647,18
179655,1
179656,14
179657,24
179658,3
179659,3
179660,4
179661,17
179664,19
179665,11
179666,6
179676,22
179677,15
179687,15
179695,5
179696,15
179700,3
179701,36
179710,33
179725,18
179726,4
179741,1
179742,57
179743,40
179744,39
179745,10
179746,55
179748,39
179753,3
179788,3
179789,1
179791,2
179792,3
179794,55
179796,6
179808,24
179823,6
179824,18
179825,22
179836,42
179843,31
179845,30
179855,24
179884,6
179890,1
179904,1
179936,58
179960,1
179973,1
179989,1
180035,1
180036,4
180037,5
180038,5
180039,2
180041,43
180125,1
180158,1
180191,8
180192,13
180208,14
180209,9
180256,5
180273,21
180304,1
180308,12
180340,1
180343,3
180344,6
180346,5
180352,28
180387,3
180401,5
180409,7
180434,29
180435,13
180436,5
180437,9
180502,3
180503,8
180510,8
180560,15
180561,24
180562,17
180563,5
180565,14
180610,11
180615,17
180622,13
180625,10
180626,22
180627,22
180631,12
180632,16
180633,31
180634,17
180636,5
180683,24
180694,8
180699,2
180748,14
180749,12
180754,14
180767,12
180808,23
180809,16
180813,8
180821,7
180827,13
180837,29
180842,13
180854,18
180858,1
180859,10
180860,1
180861,1
180870,10
180871,12
180873,12
180900,5
180901,4
180911,11
180915,5
180967,12
180973,23
180974,3
180998,2
180999,5
181014,2
181018,8
181019,3
181032,25
181035,12
181076,7
181183,7
181186,14
181198,7
181202,18
181203,10
181252,3
181253,32
181255,18
181329,6
181375,9
181400,22
181401,20
181421,1
181435,1
181495,9
181619,37
181671,42
181674,7
181687,7
181709,4
181715,10
181967,7
181978,1
181979,7
182037,3
182080,4
182081,1
182082,1
182083,1
182084,1
182099,4
182100,1
182105,4
182106,5
182109,1
182110,1
182111,2
182123,1
182163,1
182172,7
182197,15
182207,9
182210,3
182215,2
182219,29
182234,2
182238,5
182239,2
182240,14
182241,18
182253,3
182301,47
182303,2
182307,12
182308,1
182314,25
182324,2
182325,11
182330,1
182332,2
182336,15
182338,55
182340,27
182341,2
182344,10
182345,15
182347,6
182349,16
182350,13
182355,6
182358,17
182377,32
182378,25
182382,9
182405,14
182407,12
182491,15
182492,1
182524,30
182525,38
182526,15
182527,32
182528,29
182531,39
182532,51
182533,37
182550,7
182556,10
182583,21
182625,9
182626,12
182632,23
182636,14
182637,3
182638,3
182641,12
182642,14
182650,9
182653,1
182654,7
182655,2
182656,43
182657,10
182658,1
182659,4
182660,10
182661,10
182662,8
182663,9
182664,2
182685,7
182686,2
182689,11
182691,19
182693,13
182699,28
182700,18
182701,34
182702,40
182703,26
182704,39
182705,31
182706,18
182707,13
182708,19
182709,26
182710,11
182712,11
182725,4
182732,34
182733,10
182734,8
182819,3
182848,6
182849,20
182850,11
182861,14
182862,13
182880,6
182881,14
182883,9
182884,18
182886,12
182892,16
182908,5
182918,33
182975,29
182976,26
182978,11
182979,18
182980,17
182984,18
182991,29
183005,16
183008,8
183009,21
183010,30
183013,29
183014,47
183017,34
183018,20
183019,22
183020,17
183021,26
183027,9
183028,35
183029,25
183030,25
183031,14
183032,22
183033,19
183034,40
183040,17
183041,15
183042,17
183043,22
183044,40
183045,36
183046,35
183047,44
183048,18
183049,41
183050,24
183053,25
183054,18
183055,30
183061,6
183063,7
183065,14
183066,19
183069,17
183070,2
183071,8
183072,27
183073,32
183074,16
183075,3
183077,2
183078,1
183079,2
183080,24
183085,37
183087,2
183088,32
183089,43
183090,49
183091,29
183092,33
183093,7
183094,29
183095,20
183096,27
183098,31
183099,5
183100,20
183101,32
183102,15
183103,5
183104,25
183105,3
183107,16
183109,42
183110,30
183111,25
183112,41
183113,5
183114,41
183115,41
183116,24
183117,21
183119,40
183120,44
183121,33
183122,27
183123,27
183124,24
183125,32
183126,37
183127,33
183128,33
183129,28
183130,34
183131,24
183132,36
183133,29
183134,26
183135,33
183136,29
183137,49
183138,45
183139,23
183147,1
183150,6
183151,7
183156,13
183173,5
183174,6
183175,26
183205,24
183209,4
183211,7
183212,4
183214,19
183217,17
183220,1
183221,6
183223,25
183224,12
183230,22
183239,22
183240,23
183243,12
183252,14
183268,26
183270,7
183272,32
183273,26
183274,16
183280,1
183281,11
183282,18
183292,11
183299,26
183302,22
183303,24
183304,21
183307,21
183359,9
183360,3
183367,19
183373,3
183374,6
183375,1
183379,20
183385,5
183386,37
183398,17
183403,4
183404,19
183405,7
183406,3
183438,5
183463,11
183468,1
183472,6
183473,17
183499,4
183503,4
183513,3
183531,8
183532,2
183540,3
183541,22
183542,31
183561,5
183562,4
183563,6
183568,22
183569,4
183570,33
183571,31
183572,22
183584,1
183609,1
183613,8
183649,3
183650,24
183651,7
183652,8
183694,4
183695,3
183713,13
183714,17
183715,26
183734,4
183740,4
183743,6
183755,3
183756,16
183757,13
183761,5
183762,6
183765,7
183776,1
183783,16
183784,1
183800,15
183801,8
183802,4
183818,3
183831,24
183856,7
183857,7
183904,2
183981,1
184045,2
184059,2
184091,3
184143,9
184206,1
184253,6
184340,4
184351,2
184359,5
184832,16
184848,18
184854,20
184855,11
184856,9
184861,16
184863,13
184876,8
184877,8
184878,10
184879,19
184880,3
184929,4
185099,20
185101,13
185114,4
185115,1
185172,14
185273,3
185274,15
185288,2
185327,1
185338,5
185358,4
185360,4
185371,3
185372,4
185383,4
185400,2
185401,4
185402,3
185412,26
185415,7
185445,7
185447,3
185495,1
185518,12
185528,7
185529,20
185530,9
185531,17
185534,5
185574,7
185578,11
185589,3
185625,1
185630,1
185648,4
185651,11
185652,16
185653,2
185675,3
185678,1
185685,26
185687,10
185689,9
185764,17
185766,1
185790,8
185798,15
185800,12
185803,16
185804,14
185805,9
185806,6
185817,11
185818,4
185839,1
185840,4
185841,1
185842,18
185882,17
185883,16
185900,2
185946,6
185947,12
185962,1
186044,1
186053,10
186054,7
186055,14
186056,15
186074,4
186076,4
186079,8
186093,2
186096,6
186131,2
186133,1
186139,10
186140,6
186141,12
186142,21
186143,6
186146,1
186151,3
186167,1
186169,2
186171,12
186172,10
186212,7
186218,12
186220,6
186251,9
186252,5
186253,2
186302,6
186303,1
186304,9
186323,1
186351,14
186355,1
186360,7
186361,16
186379,3
186380,3
186382,2
186384,1
186385,2
186387,4
186397,1
186404,14
186427,3
186428,1
186429,1
186436,1
186443,3
186453,6
186454,12
186458,3
186459,6
186477,9
186484,19
186603,10
186649,3
186683,5
186684,3
186685,8
186687,4
186723,1
186735,3
186736,1
186778,28
186779,23
186781,4
186789,21
186791,27
186792,24
186793,29
186795,27
186796,8
186797,23
186798,5
186799,6
186800,28
186808,28
186809,27
186810,7
186811,19
186812,14
186813,18
186814,24
186815,35
186862,13
186863,5
186865,41
186866,14
186896,11
186918,7
186919,6
186920,10
186943,12
186961,3
186962,6
186980,140
187026,8
187027,6
187028,3
187029,11
187031,14
187033,11
187034,3
187035,15
187037,4
187038,4
187039,12
187064,15
187073,1
187074,2
187075,2
187076,15
187082,1
187112,4
187126,2
187164,3
187198,10
187199,4
187205,4
187210,2
187211,5
187212,5
187213,12
187214,14
187215,5
187222,10
187268,3
187431,23
187474,8
187478,2
187480,9
187488,1
187541,8
187573,6
187641,1
187653,23
187654,4
187655,3
187656,5
187657,4
187658,2
187784,1
188027,4
188028,4
188119,11
188150,1
188222,2
188240,3
188269,3
188369,8
188405,1
188528,1
188534,1
188676,3
188723,4
188725,2
188728,2
188731,2
188777,2
188785,2
188807,2
188822,5
188831,1
188837,7
188838,13
188978,4
189435,11
189536,21
189548,6
189618,14
189677,2
189678,4
189679,3
189680,4
189681,4
189683,4
189816,1
190061,23
190227,2
190257,2
190356,3
190357,4
190560,1
190716,2
190717,1
190744,3
190798,2
195843,3
195848,1
195850,1
195852,1
195855,54
195862,2
195869,48
195870,21
195871,88
195872,26
195875,60
195876,64
195877,12
195879,1
195887,55
195888,52
195889,51
195895,1
195899,11
195901,1
195908,1
195917,1
195919,1
195921,1
195926,110
195927,72
195928,332
195929,15
195930,14
195931,101
195932,4
195933,2
195934,1
195941,21
195942,50
195943,17
195944,7
195945,329
195946,80
196659,1
196665,2
196666,2
196667,3
196668,3
196669,2
196670,2
196671,3
196672,1
196687,1
196689,1
196702,1
196703,3
196704,2
196705,4
196707,2
196712,1
196713,2
196715,15
196717,2
196718,20
196719,1
196721,37
196729,2
196731,5
196740,35
196743,90
196747,302
196753,336
196772,47
196773,60
196774,28
196776,1
196781,31
196782,1
196785,2
196787,191
196788,76
196789,51
196792,22
196794,15
196796,61
196798,342
196799,120
196801,151
196803,293
196804,292
196805,60
196806,90
196810,290
196811,41
196812,89
196813,13
196815,233
196817,282
196819,95
196820,1
196821,238
196822,108
196824,46
196828,76
196834,22
196835,81
196838,52
196839,32
196840,1
196842,183
196844,1
196845,51
196846,45
196847,57
196848,120
196849,1
196851,172
196853,1
196856,114
196860,129
196862,2
196865,296
196869,87
196873,305
196878,41
196880,105
196881,97
196882,47
196883,98
196884,180
196885,265
196886,57
196887,205
196888,273
196889,237
196890,256
196893,169
196894,68
196895,2
196896,33
196899,185
196900,53
196903,63
196905,44
196907,254
196909,46
196911,75
196913,56
196915,229
196917,13
196918,1
196920,321
196921,306
196922,76
196923,100
196924,3
196925,79
196926,5
196927,21
196928,39
196929,69
196931,156
196933,6
196942,163
196944,187
196945,252
196947,75
196948,21
196949,49
196951,160
196952,35
196953,190
196965,1
196967,15
196968,83
196969,5
196970,54
196971,277
196972,141
196975,77
196976,140
196977,1
196979,1
196982,2
196989,304
196992,1
196997,2
196998,3
197000,66
197001,262
197002,39
197003,1
197010,4
197011,54
197012,46
197013,2
197014,31
197015,40
197016,21
197019,2
197023,40
197027,1
197038,117
197039,48
197042,1
197044,1
197050,1
197102,3
197111,10
197116,2
197117,1
197118,1
197123,3
197124,2
197127,1
197131,1
197138,1
197140,47
197141,5
197142,1
197143,1
197144,57
197145,1
197146,5
197150,1
197151,9
197152,2
197157,24
197158,2
197159,1
197163,1
197168,321
197172,88
197173,208
197177,2
197180,46
197182,29
197183,3
197184,14
197185,36
197186,6
197187,4
197188,9
197189,19
197191,37
197193,2
197196,30
197199,14
197200,73
197201,69
197203,18
197204,46
197206,2
197207,50
197209,6
197210,11
197213,37
197217,39
197220,135
197221,14
197222,55
197227,70
197231,139
197234,294
197235,210
197236,65
197237,116
197238,225
197248,129
197256,5
197261,122
197264,322
197265,298
197266,66
197268,1
197269,14
197271,8
197275,10
197276,176
197278,193
197280,12
197281,27
197282,94
197283,58
197284,60
197285,327
197286,294
197287,40
197288,284
197291,268
197292,52
197293,158
197294,58
197295,67
197296,218
197297,149
197299,304
197300,37
197301,126
197302,226
197303,38
197304,50
197305,190
197306,214
197307,283
197308,136
197309,35
197310,34
197311,14
197312,1
197313,1
197315,55
197316,66
197317,56
197319,60
197320,66
197321,61
197324,67
197325,71
197326,36
197327,60
197328,1
197329,22
197330,198
197331,20
197332,313
197334,218
197337,98
197338,82
197339,77
197340,3
197343,1
197345,38
197346,45
197347,61
197348,11
197350,1
197354,210
197355,54
197356,77
197357,293
197358,73
197359,43
197360,111
197361,95
197362,260
197363,45
197365,114
197366,328
197367,1
197368,48
197371,136
197372,226
197373,15
197374,13
197375,77
197376,273
197377,105
197378,291
197379,51
197381,62
197383,17
197384,282
197385,304
197386,78
197390,3
197392,92
197393,1
197394,2
197395,2
197396,26
197397,51
197398,303
197399,1
197401,42
197404,65
197405,200
197406,124
197407,145
197408,120
197409,225
197410,342
197413,267
197415,293
197429,1
197432,1
197435,1
197440,1
197441,1
197442,1
197453,2
197456,5
197457,50
197459,1
197460,1
197462,1
197465,3
197472,276
197473,54
197475,1
197476,157
197477,1
197478,1
197480,43
197481,42
197482,36
197483,7
197484,24
197485,10
197486,12
197487,97
197488,90
197489,36
197490,8
197491,272
197492,10
197494,31
197495,43
197496,88
197497,1
197498,15
197499,10
197500,62
197501,23
197502,236
197509,22
197513,33
197514,43
197515,1
197516,43
197517,260
197518,95
197520,112
197521,27
197522,56
197523,31
197524,84
197525,60
197528,313
197529,231
197530,33
197531,7
197533,16
197534,258
197535,102
197540,278
197542,145
197543,169
197544,163
197545,80
197546,131
197547,47
197548,10
197549,328
197550,34
197551,43
197552,7
197553,67
197554,176
197555,194
197556,2
197557,46
197558,273
197560,42
197561,288
197562,67
197564,61
197565,134
197569,3
197572,1
197573,1
197577,18
197581,1
197582,17
197587,1
197591,2
197594,1
197598,1
197608,118
197610,1
197612,1
197615,1
197619,84
197622,1
197629,1
197632,1
197634,1
197639,2
197640,2
197641,3
197642,3
197647,65
197648,49
197650,2
197664,2
197665,41
197668,2
197669,1
197672,308
197673,292
197674,127
197680,309
197681,44
197682,99
197683,330
197686,219
197687,100
197689,56
197693,5
197696,57
197697,32
197698,318
197699,78
197700,8
197701,3
197702,91
197703,180
197704,305
197705,18
197706,173
197707,78
197709,171
197710,61
197716,134
197717,35
197718,107
197719,77
197720,82
197721,160
197722,153
197725,97
197726,286
197727,48
197728,53
197730,79
197732,1
197733,113
197734,43
197735,33
197737,1
197740,1
197744,41
197755,233
197756,49
197758,56
197759,31
197760,1
197765,45
197767,9
197769,2
197772,2
197778,4
197779,82
197794,35
197795,27
197799,2
197800,7
197801,74
197809,4
197810,38
197811,1
197812,6
197813,5
197814,2
197815,15
197816,59
197817,17
197818,1
197820,70
197823,12
197825,61
197828,17
197829,138
197832,40
197836,16
197837,194
197838,231
197839,46
197840,85
197842,80
197843,45
197844,228
197847,3
197848,9
197849,5
197853,17
197857,1
197862,7
197863,43
197864,45
197865,47
197866,92
197867,18
197868,8
197869,35
197874,14
197875,2
197876,2
197877,10
197878,14
197880,96
197882,30
197891,21
197892,12
197893,76
197894,20
197898,1
197901,1
197908,5
197909,14
197910,20
197911,3
197912,2
197913,2
197916,81
197919,179
197920,294
197926,131
197928,1
197931,29
197932,81
197933,112
197938,3
197941,57
197942,53
197943,41
197944,78
197945,59
197946,24
197947,135
197948,152
197949,108
197950,129
197952,2
197953,1
197955,47
197959,1
197964,35
197969,2
197970,83
197971,52
197972,39
197973,74
197975,34
197977,140
197978,76
197981,123
197985,52
197986,76
197989,53
197990,66
197991,35
197999,89
198000,84
198004,2
198006,26
198009,2
198012,28
198013,3
198014,16
198015,27
198016,7
198017,57
198019,9
198023,2
198027,1
198028,1
198032,3
198034,2
198046,20
198047,3
198049,2
198050,5
198051,1
198054,3
198057,39
198058,21
198059,1
198062,66
198063,78
198064,43
198065,1
198077,1
198081,1
198084,54
198085,93
198086,51
198087,116
198091,26
198092,7
198093,49
198094,57
198095,53
198096,13
198097,57
198100,28
198102,45
198105,1
198107,63
198109,2
198112,13
198117,66
198118,34
198119,130
198121,32
198122,2
198124,204
198130,1
198138,38
198142,8
198144,2
198145,4
198146,15
198152,2
198156,51
198158,6
198160,75
198164,1
198165,1
198166,25
198167,79
198168,60
198178,1
198180,118
198181,51
198182,48
198183,32
198184,69
198185,31
198186,52
198187,10
198188,27
198189,50
198190,8
198191,49
198193,1
198194,20
198199,47
198200,27
198202,16
198203,56
198207,76
198209,68
198210,1
198214,66
198217,91
198221,2
198222,21
198225,78
198226,19
198227,62
198228,88
198230,88
198232,25
198250,6
198251,25
198254,24
198255,10
198256,9
198257,52
198260,33
198261,2
198265,227
198269,8
198281,23
198282,20
198283,18
198284,37
198285,84
198286,71
198287,11
198288,42
198292,58
198293,13
198299,45
198301,57
198304,64
198305,32
198306,5
198307,34
198309,84
198310,4
198311,7
198312,5
198313,5
198314,3
198315,18
198316,25
198317,17
198320,1
198322,1
198323,2
198324,1
198330,112
198333,1
198336,1
198340,1
198341,2
198342,1
198344,14
198345,12
198346,21
198348,12
198349,9
198350,8
198351,2
198359,46
198361,9
198362,32
198363,48
198374,2
198386,7
198387,23
198388,2
198389,33
198390,2
198392,2
198402,20
198404,1
198410,26
198414,4
198419,1
198420,1
198422,32
198427,20
198428,17
198429,140
198432,58
198433,20
198434,24
198453,1
198454,1
198459,2
198460,52
198461,186
198462,42
198463,48
198465,1
198468,23
198469,1
198475,1
198479,1
198485,14
198486,47
198489,93
198497,55
198500,1
198505,43
198506,64
198507,59
198509,48
198511,60
198512,47
198513,48
198515,1
198521,4
198522,32
198534,2
198535,1
198536,2
198538,1
198542,3
198544,12
198546,51
198547,34
198549,43
198550,67
198551,42
198552,51
198553,47
198554,39
198556,42
198557,34
198560,57
198563,26
198565,156
198570,50
198573,55
198574,52
198575,35
198576,13
198577,33
198581,27
198582,1
198585,30
198586,2
198594,1
198596,1
198599,58
198601,2
198603,29
198604,53
198618,1
198626,49
198643,1
198668,1
198678,21
198679,23
198680,63
198681,1
198682,63
198686,1
198688,57
198689,52
198690,49
198691,1
198692,41
198693,283
198694,190
198696,49
198697,198
198698,30
198699,30
198700,39
198701,1
198704,77
198705,1
198706,1
198709,85
198710,42
198714,1
198717,3
198718,20
198720,7
198721,39
198722,3
198723,47
198724,31
198726,1
198727,54
198728,12
198735,4
198736,5
198737,15
198738,16
198739,19
198740,3
198741,2
198742,19
198743,22
198745,1
198747,4
198749,2
198750,5
198754,5
198755,8
198756,34
198757,20
198759,1
198760,7
198761,41
198763,18
198764,22
198767,50
198768,17
198769,10
198770,12
198775,42
198776,25
198777,56
198778,43
198779,22
198780,2
198781,27
198782,113
198783,17
198784,9
198785,63
198786,28
198791,1
198795,10
198797,14
198799,4
198800,33
198803,24
198807,80
198808,74
198809,7
198810,27
198812,13
198813,18
198814,98
198815,1
198816,46
198817,39
198822,5
198828,1
198830,215
198831,282
198832,59
198833,3
198834,83
198836,298
198837,56
198838,7
198839,19
198840,1
198844,257
198850,4
198851,21
198852,7
198853,22
198857,1
198863,1
198867,145
198874,11
198875,60
198876,8
198881,13
198882,7
198883,21
198885,9
198886,10
198887,20
198888,11
198891,46
198893,1
198898,247
198899,10
198900,99
198901,52
198902,96
198903,240
198904,174
198905,79
198914,11
198916,28
198917,52
198919,35
198920,18
198921,46
198922,22
198924,9
198929,16
198930,13
198931,57
198933,46
198934,65
198935,61
198936,49
198937,78
198940,1
198946,4
198949,2
198950,1
198953,56
198961,32
198962,77
198963,38
198964,55
198965,13
198966,189
198967,105
198968,67
198969,34
198977,1
198978,1
198979,1
198980,2
198981,1
