BDGNBR,n
176426,1
176427,26
176429,61
176432,1
176444,5
176445,1
176446,15
176447,30
176450,1
176452,2
176453,30
176454,21
176455,1
176457,9
176466,1
176475,1
176477,23
176478,4
176479,1
176482,2
176485,38
176492,23
176495,1
176497,2
176499,2
176501,1
176503,3
176505,14
176506,6
176507,7
176515,19
176517,1
176519,6
176527,1
176529,17
176535,28
176538,7
176556,1
176558,1
176566,26
176567,5
176568,35
176570,18
176574,1
176585,2
176591,15
176592,8
176608,1
176630,5
176633,1
176638,9
176648,1
176672,1
176676,1
176679,1
176680,2
176690,40
176691,10
176692,36
176694,3
176695,1
176698,11
176704,1
176708,8
176720,47
176723,1
176725,59
176726,1
176730,1
176732,44
176735,56
176743,1
176744,11
176745,10
176749,7
176761,3
176776,23
176781,9
176795,51
176796,12
176805,35
176806,62
176808,43
176814,42
176818,19
176835,26
176837,1
176838,5
176845,1
176846,39
176847,6
176848,3
176852,18
176853,34
176855,33
176859,3
176861,8
176862,34
176863,10
176864,4
176865,8
176874,9
176880,16
176881,1
176891,1
176894,13
176895,10
176896,26
176898,8
176899,6
176901,22
176904,10
176906,1
176908,4
176912,6
176914,1
176916,1
176917,1
176919,1
176922,2
176930,1
176938,1
176944,1
176945,1
176948,5
176957,1
176958,5
176960,6
176968,22
176969,8
176970,4
176972,23
176974,16
176975,15
176976,42
176977,48
176979,20
176980,6
176981,43
176982,10
176983,52
176984,22
176985,20
176986,25
176988,14
176989,15
176990,15
176991,13
176992,17
176993,10
176994,51
176995,12
176996,1
176997,48
176998,1
177007,1
177009,9
177017,16
177026,18
177032,27
177033,22
177034,33
177035,1
177036,5
177037,2
177038,6
177039,4
177040,2
177041,5
177043,9
177044,1
177045,7
177051,1
177054,1
177061,16
177069,1
177070,24
177073,11
177075,6
177076,9
177078,61
177079,46
177080,43
177084,46
177089,32
177090,4
177093,35
177108,26
177129,7
177198,4
177200,8
177201,8
177202,15
177206,3
177210,1
177214,6
177215,14
177218,1
177220,3
177222,25
177223,30
177224,16
177225,11
177226,28
177228,7
177229,9
177230,11
177231,3
177238,1
177248,20
177258,18
177259,1
177271,1
177273,15
177280,1
177286,7
177294,11
177296,7
177300,19
177315,6
177321,11
177375,2
177379,1
177381,17
177390,3
177393,53
177394,28
177395,42
177396,63
177397,41
177405,61
177416,47
177428,28
177436,14
177446,11
177467,21
177481,9
177485,5
177504,11
177505,9
177507,2
177508,1
177509,5
177510,4
177511,12
177512,4
177536,5
177539,19
177540,5
177541,7
177543,8
177544,5
177545,3
177546,8
177550,2
177552,4
177553,19
177554,14
177555,26
177568,6
177569,29
177573,15
177577,1
177578,12
177581,5
177590,4
177593,30
177596,16
177609,34
177610,12
177630,26
177644,6
177655,1
177658,4
177659,19
177684,36
177685,29
177686,51
177699,20
177702,2
177703,22
177711,16
177731,32
177732,4
177740,44
177741,35
177742,11
177747,24
177749,5
177750,3
177751,14
177754,20
177755,22
177757,49
177759,5
177760,9
177767,6
177768,24
177769,3
177801,3
177803,27
177837,13
177852,47
177853,28
177854,30
177862,3
177863,35
177864,14
177865,9
177867,24
177868,2
177871,30
177876,32
177877,41
177878,43
177879,15
177880,37
177881,39
177882,33
177883,38
177884,50
177885,28
177891,3
177897,10
177900,72
177903,32
177904,9
177905,4
177906,5
177907,48
177908,1
177910,10
177912,6
177915,52
177918,10
177919,12
177921,30
177923,12
177924,40
177925,10
177926,2
177928,30
177931,38
177935,22
177937,45
177942,45
177944,16
177947,8
177949,29
177950,11
177951,45
177952,1
177955,39
177960,32
177962,30
177964,36
177965,58
177966,54
177970,12
177971,25
177976,42
177980,26
177981,37
177985,44
177986,48
177987,33
177990,36
177991,36
177993,45
177994,11
177998,43
178000,42
178001,47
178003,30
178004,37
178006,37
178008,51
178012,20
178013,33
178014,39
178015,24
178017,6
178018,43
178019,32
178020,13
178025,46
178036,21
178043,44
178046,35
178048,63
178053,13
178054,7
178055,9
178056,42
178057,8
178058,11
178059,47
178063,42
178065,43
178071,3
178072,14
178073,30
178074,58
178081,58
178084,48
178094,10
178124,25
178128,59
178132,37
178133,41
178137,26
178138,35
178142,20
178144,47
178150,41
178197,9
178198,13
178200,5
178208,15
178227,1
178228,2
178234,1
178236,22
178237,45
178238,48
178239,6
178240,8
178241,37
178242,43
178244,10
178245,17
178246,37
178248,34
178249,44
178251,37
178252,14
178253,51
178255,6
178259,44
178260,43
178263,76
178264,7
178267,14
178272,1
178274,14
178278,4
178280,5
178294,19
178298,5
178299,8
178300,12
178301,2
178313,5
178315,31
178323,3
178324,13
178325,19
178326,34
178327,3
178328,37
178329,13
178331,13
178336,24
178356,1
178364,24
178365,10
178366,12
178368,48
178370,30
178376,58
178378,1
178379,23
178384,50
178410,39
178412,1
178447,3
178452,13
178453,10
178470,7
178472,8
178478,32
178495,18
178497,1
178500,10
178501,17
178502,31
178526,38
178527,13
178528,2
178529,7
178530,7
178534,39
178538,49
178539,51
178540,44
178545,10
178546,3
178563,10
178564,8
178571,1
178577,1
178579,6
178580,11
178582,45
178584,46
178589,63
178593,42
178613,58
178617,31
178619,3
178622,10
178643,1
178652,44
178657,8
178661,6
178664,1
178667,47
178674,8
178675,3
178676,6
178677,5
178678,14
178679,11
178680,11
178685,11
178686,7
178687,7
178695,46
178699,68
178710,9
178721,1
178722,7
178723,2
178724,32
178727,38
178730,1
178731,38
178733,56
178734,1
178737,35
178741,50
178746,11
178747,52
178750,25
178787,1
178796,66
178797,38
178799,53
178801,41
178802,46
178803,46
178804,1
178805,33
178806,65
178807,60
178808,50
178809,37
178810,40
178811,38
178812,29
178813,44
178815,3
178819,35
178821,45
178822,7
178824,28
178836,6
178839,10
178840,8
178851,1
178853,42
178854,49
178855,1
178862,38
178864,40
178866,47
178879,1
178896,29
178897,30
178899,23
178906,54
178936,40
178938,41
178945,15
178981,44
178983,32
178993,39
178997,24
179048,39
179049,1
179069,1
179086,15
179088,8
179093,10
179094,1
179114,1
179117,18
179118,23
179124,38
179126,39
179127,17
179128,34
179129,40
179130,36
179131,35
179132,39
179133,47
179135,32
179136,45
179137,31
179138,47
179139,32
179140,45
179141,62
179142,38
179143,45
179144,25
179145,17
179146,52
179147,23
179168,13
179171,18
179178,19
179179,31
179180,7
179182,21
179186,14
179190,34
179193,8
179194,33
179212,23
179234,32
179252,1
179256,28
179257,12
179302,10
179303,13
179311,41
179329,8
179335,44
179336,40
179337,31
179338,1
179345,24
179347,30
179348,21
179371,26
179373,25
179374,1
179375,2
179376,12
179377,27
179405,28
179409,37
179416,1
179421,24
179422,35
179426,69
179433,5
179459,8
179460,7
179474,15
179482,11
179488,20
179491,7
179492,4
179495,33
179498,12
179500,4
179502,6
179503,10
179507,19
179527,12
179528,7
179532,5
179533,2
179535,19
179537,42
179538,43
179541,10
179542,8
179555,13
179556,2
179557,9
179558,4
179570,10
179579,15
179581,1
179583,1
179585,1
179586,22
179587,21
179596,2
179597,6
179624,7
179637,4
179638,51
179639,39
179643,30
179644,9
179646,17
179647,18
179655,1
179656,14
179657,24
179658,3
179659,3
179660,4
179661,17
179664,19
179665,11
179666,6
179676,22
179677,15
179687,15
179695,5
179696,15
179700,3
179701,36
179710,33
179725,18
179726,4
179741,1
179742,57
179743,40
179744,39
179745,10
179746,55
179748,39
179753,3
179788,3
179789,1
179791,2
179792,3
179794,55
179796,6
179808,24
179823,6
179824,18
179825,22
179836,42
179843,31
179845,30
179855,24
179884,6
179890,1
179904,1
179936,58
179960,1
179973,1
179989,1
180035,1
180036,4
180037,5
180038,5
180039,2
180041,43
180125,1
180158,1
180191,8
180192,13
180208,14
180209,9
180256,5
180273,21
180304,1
180308,12
180340,1
180343,3
180344,6
180346,5
180352,28
180387,3
180401,5
180409,7
180434,29
180435,13
180436,5
180437,9
180502,3
180503,8
180510,8
180560,15
180561,24
180562,17
180563,5
180565,14
180610,11
180615,17
180622,13
180625,10
180626,22
180627,22
180631,12
180632,16
180633,31
180634,17
180636,5
180683,24
180694,8
180699,2
180748,14
180749,12
180754,14
180767,12
180808,23
180809,16
180813,8
180821,7
180827,13
180837,29
180842,13
180854,18
180858,1
180859,10
180860,1
180861,1
180870,10
180871,12
180873,12
180900,5
180901,4
180911,11
180915,5
180967,12
180973,23
180974,3
180998,2
180999,5
181014,2
181018,8
181019,3
181032,25
181035,12
181076,7
181183,7
181186,14
181198,7
181202,18
181203,10
181252,3
181253,32
181255,18
181329,6
181375,9
181400,22
181401,20
181421,1
181435,1
181495,9
181619,37
181671,42
181674,7
181687,7
181709,4
181715,10
181967,7
181978,1
181979,7
182037,3
182080,4
182081,1
182082,1
182083,1
182084,1
182099,4
182100,1
182105,4
182106,5
182109,1
182110,1
182111,2
182123,1
182163,1
182172,7
182197,15
182207,9
182210,3
182215,2
182219,29
182234,2
182238,5
182239,2
182240,14
182241,18
182253,3
182301,47
182303,2
182307,12
182308,1
182314,25
182324,2
182325,11
182330,1
182332,2
182336,15
182338,55
182340,27
182341,2
182344,10
182345,15
182347,6
182349,16
182350,13
182355,6
182358,17
182377,32
182378,25
182382,9
182405,14
182407,12
182491,15
182492,1
182524,30
182525,38
182526,15
182527,32
182528,29
182531,39
182532,51
182533,37
182550,7
182556,10
182583,21
182625,9
182626,12
182632,23
182636,14
182637,3
182638,3
182641,12
182642,14
182650,9
182653,1
182654,7
182655,2
182656,43
182657,10
182658,1
182659,4
182660,10
182661,10
182662,8
182663,9
182664,2
182685,7
182686,2
182689,11
182691,19
182693,13
182699,28
182700,18
182701,34
182702,40
182703,26
182704,39
182705,31
182706,18
182707,13
182708,19
182709,26
182710,11
182712,11
182725,4
182732,34
182733,10
182734,8
182819,3
182848,6
182849,20
182850,11
182861,14
182862,13
182880,6
182881,14
182883,9
182884,18
182886,12
182892,16
182908,5
182918,33
182975,29
182976,26
182978,11
182979,18
182980,17
182984,18
182991,29
183005,16
183008,8
183009,21
183010,30
183013,29
183014,47
183017,34
183018,20
183019,22
183020,17
183021,26
183027,9
183028,35
183029,25
183030,25
183031,14
183032,22
183033,19
183034,40
183040,17
183041,15
183042,17
183043,22
183044,40
183045,36
183046,35
183047,44
183048,18
183049,41
183050,24
183053,25
183054,18
183055,30
183061,6
183063,7
183065,14
183066,19
183069,17
183070,2
183071,8
183072,27
183073,32
183074,16
183075,3
183077,2
183078,1
183079,2
183080,24
183085,37
183087,2
183088,32
183089,43
183090,49
183091,29
183092,33
183093,7
183094,29
183095,20
183096,27
183098,31
183099,5
183100,20
183101,32
183102,15
183103,5
183104,25
183105,3
183107,16
183109,42
183110,30
183111,25
183112,41
183113,5
183114,41
183115,41
183116,24
183117,21
183119,40
183120,44
183121,33
183122,27
183123,27
183124,24
183125,32
183126,37
183127,33
183128,33
183129,28
183130,34
183131,24
183132,36
183133,29
183134,26
183135,33
183136,29
183137,49
183138,45
183139,23
183147,1
183150,6
183151,7
183156,13
183173,5
183174,6
183175,26
183205,24
183209,4
183211,7
183212,4
183214,19
183217,17
183220,1
183221,6
183223,25
183224,12
183230,22
183239,22
183240,23
183243,12
183252,14
183268,26
183270,7
183272,32
183273,26
183274,16
183280,1
183281,11
183282,18
183292,11
183299,26
183302,22
183303,24
183304,21
183307,21
183359,9
183360,3
183367,19
183373,3
183374,6
183375,1
183379,20
183385,5
183386,37
183398,17
183403,4
183404,19
183405,7
183406,3
183438,5
183463,11
183468,1
183472,6
183473,17
183499,4
183503,4
183513,3
183531,8
183532,2
183540,3
183541,22
183542,31
183561,5
183562,4
183563,6
183568,22
183569,4
183570,33
183571,31
183572,22
183584,1
183609,1
183613,8
183649,3
183650,24
183651,7
183652,8
183694,4
183695,3
183713,13
183714,17
183715,26
183734,4
183740,4
183743,6
183755,3
183756,16
183757,13
183761,5
183762,6
183765,7
183776,1
183783,16
183784,1
183800,15
183801,8
183802,4
183818,3
183831,24
183856,7
183857,7
183904,2
183981,1
184045,2
184059,2
184091,3
184143,9
184206,1
184253,6
184340,4
184351,2
184359,5
184832,16
184848,18
184854,20
184855,11
184856,9
184861,16
184863,13
184876,8
184877,8
184878,10
184879,19
184880,3
184929,4
185099,20
185101,13
185114,4
185115,1
185172,14
185273,3
185274,15
185288,2
185327,1
185338,5
185358,4
185360,4
185371,3
185372,4
185383,4
185400,2
185401,4
185402,3
185412,26
185415,7
185445,7
185447,3
185495,1
185518,12
185528,7
185529,20
185530,9
185531,17
185534,5
185574,7
185578,11
185589,3
185625,1
185630,1
185648,4
185651,11
185652,16
185653,2
185675,3
185678,1
185685,26
185687,10
185689,9
185764,17
185766,1
185790,8
185798,15
185800,12
185803,16
185804,14
185805,9
185806,6
185817,11
185818,4
185839,1
185840,4
185841,1
185842,18
185882,17
185883,16
185900,2
185946,6
185947,12
185962,1
186044,1
186053,10
186054,7
186055,14
186056,15
186074,4
186076,4
186079,8
186093,2
186096,6
186131,2
186133,1
186139,10
186140,6
186141,12
186142,21
186143,6
186146,1
186151,3
186167,1
186169,2
186171,12
186172,10
186212,7
186218,12
186220,6
186251,9
186252,5
186253,2
186302,6
186303,1
186304,9
186323,1
186351,14
186355,1
186360,7
186361,16
186379,3
186380,3
186382,2
186384,1
186385,2
186387,4
186397,1
186404,14
186427,3
186428,1
186429,1
186436,1
186443,3
186453,6
186454,12
186458,3
186459,6
186477,9
186484,19
186603,10
186649,3
186683,5
186684,3
186685,8
186687,4
186723,1
186735,3
186736,1
186778,28
186779,23
186781,4
186789,21
186791,27
186792,24
186793,29
186795,27
186796,8
186797,23
186798,5
186799,6
186800,28
186808,28
186809,27
186810,7
186811,19
186812,14
186813,18
186814,24
186815,35
186862,13
186863,5
186865,41
186866,14
186896,11
186918,7
186919,6
186920,10
186943,12
186961,3
186962,6
186980,63
187026,8
187027,6
187028,3
187029,11
187031,14
187033,11
187034,3
187035,15
187037,4
187038,4
187039,12
187064,15
187073,1
187074,2
187075,2
187076,15
187082,1
187112,4
187126,2
187164,3
187198,10
187199,4
187205,4
187210,2
187211,5
187212,5
187213,12
187214,14
187215,5
187222,10
187268,3
187431,23
187474,8
187478,2
187480,9
187488,1
187541,8
187573,6
187641,1
187653,23
187654,4
187655,3
187656,5
187657,4
187658,2
187784,1
188027,4
188028,4
188119,11
188150,1
188222,2
188240,3
188269,3
188369,8
188405,1
188528,1
188534,1
188676,3
188723,4
188725,2
188728,2
188731,2
188777,2
188785,2
188807,2
188822,5
188831,1
188837,7
188838,13
188978,4
189435,11
189536,21
189548,6
189618,14
189677,2
189678,4
189679,3
189680,4
189681,4
189683,4
189816,1
190061,23
190227,2
190257,2
190356,3
190357,4
190560,1
190716,2
190717,1
190744,3
190798,2
195843,1
195848,1
195850,1
195852,1
195855,23
195862,1
195869,25
195870,21
195871,20
195872,21
195875,33
195876,15
195877,12
195887,9
195888,8
195889,10
195895,1
195899,11
195908,1
195917,1
195919,1
195921,1
195926,56
195927,72
195928,93
195929,9
195930,14
195931,8
195932,4
195933,2
195941,21
195942,34
195943,8
195944,7
195945,71
195946,18
196669,1
196671,3
196672,1
196687,1
196689,1
196705,1
196707,1
196712,1
196715,15
196717,1
196718,20
196719,1
196721,31
196729,1
196731,1
196740,35
196743,89
196747,96
196753,90
196772,47
196773,20
196774,28
196781,27
196787,34
196788,76
196789,19
196792,22
196794,15
196796,30
196798,84
196799,71
196801,76
196803,55
196804,76
196805,60
196806,88
196810,68
196811,11
196812,82
196813,13
196815,85
196817,83
196819,41
196821,65
196822,72
196824,46
196828,76
196834,21
196835,71
196838,16
196839,15
196842,65
196844,1
196845,15
196846,4
196847,48
196848,57
196849,1
196851,14
196856,46
196860,67
196862,1
196865,98
196869,87
196873,78
196878,22
196880,50
196881,65
196882,11
196883,86
196884,75
196885,92
196886,57
196887,84
196888,86
196889,71
196890,79
196893,102
196894,68
196896,25
196899,16
196900,14
196903,24
196905,24
196907,73
196909,13
196911,10
196913,25
196915,83
196917,8
196920,75
196921,64
196922,39
196923,33
196924,3
196925,79
196926,5
196927,21
196928,30
196929,18
196931,91
196933,6
196942,89
196944,84
196945,67
196947,75
196948,21
196949,49
196951,66
196952,8
196953,57
196967,15
196968,28
196969,5
196970,15
196971,87
196972,77
196975,48
196976,53
196989,98
197000,66
197001,83
197002,11
197010,1
197011,22
197012,13
197013,1
197014,26
197015,25
197016,21
197019,2
197023,9
197027,1
197038,15
197039,48
197044,1
197111,10
197118,1
197127,1
197140,25
197141,5
197142,1
197143,1
197144,4
197146,2
197151,9
197157,10
197163,1
197168,84
197172,87
197173,88
197180,5
197182,29
197183,3
197184,14
197185,22
197186,6
197187,4
197188,8
197189,19
197191,26
197196,9
197199,14
197200,43
197201,34
197204,17
197206,2
197207,12
197209,6
197210,11
197213,6
197217,13
197220,91
197221,14
197222,18
197227,10
197231,11
197234,74
197235,59
197236,65
197237,57
197238,85
197248,60
197256,5
197261,67
197264,81
197265,84
197266,57
197269,14
197271,8
197275,10
197276,55
197278,81
197280,12
197281,27
197282,36
197283,15
197284,60
197285,95
197286,79
197287,40
197288,64
197291,80
197292,52
197293,57
197294,31
197295,52
197296,86
197297,83
197299,73
197300,8
197301,84
197302,96
197303,13
197304,25
197305,77
197306,55
197307,86
197308,79
197309,35
197310,34
197311,14
197312,1
197315,25
197316,29
197317,15
197319,17
197320,10
197321,46
197324,26
197325,34
197326,36
197327,43
197329,22
197330,42
197331,20
197332,78
197334,66
197337,71
197338,67
197339,52
197340,3
197345,10
197346,23
197347,30
197348,11
197354,87
197355,54
197356,77
197357,70
197358,45
197359,43
197360,65
197361,45
197362,92
197363,45
197365,72
197366,97
197367,1
197368,30
197371,97
197372,80
197373,15
197374,13
197375,38
197376,94
197377,74
197378,80
197379,51
197381,46
197383,17
197384,88
197385,91
197386,78
197390,3
197392,22
197393,1
197394,1
197395,1
197396,23
197397,51
197398,88
197399,1
197401,17
197404,48
197405,75
197406,90
197407,72
197408,79
197409,55
197410,80
197413,65
197415,56
197442,1
197456,1
197457,15
197472,44
197473,25
197476,76
197478,1
197480,30
197481,20
197482,26
197483,7
197484,8
197485,7
197486,12
197487,58
197488,34
197489,18
197490,8
197491,76
197492,10
197494,31
197495,15
197496,49
197497,1
197498,1
197499,10
197500,26
197501,23
197502,54
197509,4
197513,33
197514,12
197515,1
197516,12
197517,38
197518,81
197520,9
197521,4
197522,13
197523,6
197524,15
197525,25
197528,89
197529,77
197530,3
197531,7
197533,16
197534,78
197535,24
197540,75
197542,77
197543,87
197544,4
197545,80
197546,88
197547,38
197548,10
197549,91
197550,34
197551,43
197552,7
197553,57
197554,78
197555,67
197557,12
197558,79
197560,42
197561,85
197562,36
197564,50
197565,103
197569,3
197573,1
197577,3
197582,5
197587,1
197591,1
197594,1
197608,21
197619,22
197622,1
197632,1
197639,1
197642,2
197647,30
197648,18
197665,41
197672,84
197673,74
197674,84
197680,88
197681,44
197682,82
197683,97
197686,70
197687,47
197689,56
197693,5
197696,57
197697,32
197698,68
197699,78
197700,8
197701,3
197702,79
197703,59
197704,81
197705,18
197706,80
197707,55
197709,94
197710,26
197716,64
197717,26
197718,78
197719,55
197720,82
197721,84
197722,81
197725,49
197726,74
197727,48
197728,18
197730,36
197732,1
197733,84
197734,28
197735,31
197744,20
197755,50
197756,12
197758,16
197759,14
197765,11
197767,9
197772,1
197778,1
197779,31
197794,35
197795,12
197799,1
197800,3
197801,45
197810,7
197812,3
197813,5
197814,2
197815,15
197816,23
197817,17
197820,70
197823,12
197825,19
197828,17
197829,57
197832,40
197836,16
197837,86
197838,38
197839,31
197840,40
197842,73
197843,45
197844,91
197847,2
197848,9
197849,5
197853,17
197857,1
197862,7
197863,22
197864,36
197865,22
197866,33
197867,18
197868,8
197869,9
197874,14
197875,2
197876,2
197877,10
197878,9
197880,30
197882,30
197891,20
197892,12
197893,18
197894,20
197898,1
197901,1
197908,5
197909,14
197910,3
197911,3
197912,2
197916,15
197919,78
197920,76
197926,65
197931,29
197932,77
197933,71
197941,27
197942,5
197943,30
197944,22
197945,32
197946,24
197947,71
197948,81
197949,91
197950,52
197952,1
197953,1
197955,47
197959,1
197964,35
197970,34
197971,35
197972,39
197973,37
197975,27
197977,85
197978,33
197981,51
197985,17
197986,45
197989,32
197990,37
197991,2
197999,46
198000,44
198006,25
198009,1
198012,5
198013,1
198014,16
198015,27
198016,7
198017,14
198019,9
198023,2
198027,1
198028,1
198032,2
198034,2
198057,9
198058,21
198062,22
198063,36
198064,10
198084,8
198085,48
198086,13
198087,13
198091,26
198092,7
198093,29
198094,32
198095,30
198096,13
198097,10
198100,13
198102,11
198107,11
198109,2
198112,8
198117,7
198118,6
198119,35
198121,11
198124,73
198130,1
198138,6
198142,1
198144,2
198146,9
198156,16
198158,6
198160,46
198166,7
198167,39
198168,44
198180,45
198181,29
198182,33
198183,31
198184,34
198185,4
198186,30
198187,10
198188,15
198189,14
198190,8
198191,16
198193,1
198194,20
198199,10
198200,27
198202,16
198203,18
198207,30
198209,21
198214,26
198217,30
198221,2
198222,21
198225,42
198226,19
198227,22
198228,39
198230,56
198232,20
198250,6
198251,9
198254,24
198255,10
198256,2
198257,13
198260,33
198265,11
198269,8
198281,23
198282,20
198283,17
198284,10
198285,40
198286,26
198287,11
198288,13
198292,15
198293,13
198299,15
198301,8
198304,14
198305,9
198306,2
198307,17
198309,22
198310,4
198311,7
198312,5
198313,5
198314,3
198315,18
198316,25
198317,17
198324,1
198330,88
198333,1
198336,1
198340,1
198344,14
198345,5
198346,10
198348,12
198349,9
198350,8
198351,1
198359,13
198361,7
198362,7
198363,4
198386,2
198387,22
198389,4
198390,1
198392,1
198402,6
198404,1
198410,6
198414,4
198422,13
198427,18
198428,17
198429,10
198432,16
198433,1
198434,7
198454,1
198459,1
198460,12
198461,21
198462,7
198463,15
198468,7
198469,1
198479,1
198485,3
198486,7
198489,17
198497,8
198505,11
198506,4
198507,12
198509,7
198511,24
198512,3
198513,14
198521,4
198522,28
198544,12
198546,36
198547,19
198549,9
198550,18
198551,16
198552,11
198553,14
198554,5
198556,13
198557,4
198560,3
198563,4
198565,11
198570,6
198573,12
198574,12
198575,5
198576,3
198577,7
198581,8
198582,1
198585,3
198596,1
198599,12
198603,11
198604,14
198626,11
198643,1
198668,1
198678,21
198679,23
198680,20
198682,14
198686,1
198688,11
198689,11
198690,13
198692,6
198693,80
198694,10
198696,14
198697,93
198698,7
198699,30
198700,22
198704,77
198706,1
198709,85
198710,3
198717,3
198718,20
198720,7
198721,14
198722,3
198723,25
198724,31
198726,1
198727,11
198728,9
198735,4
198736,5
198737,1
198738,6
198739,5
198740,1
198741,2
198742,8
198743,9
198750,5
198754,1
198755,2
198756,11
198757,20
198760,7
198761,31
198763,9
198764,14
198767,25
198768,13
198769,10
198770,4
198775,18
198776,25
198777,21
198778,33
198779,21
198780,1
198781,14
198782,30
198783,17
198784,9
198785,27
198786,25
198795,10
198797,14
198800,30
198803,9
198807,16
198808,18
198809,7
198810,20
198812,13
198813,18
198814,14
198815,1
198816,22
198817,20
198822,1
198828,1
198830,91
198831,82
198832,6
198834,70
198836,77
198837,22
198838,7
198839,19
198844,14
198850,1
198851,21
198852,7
198853,22
198857,1
198863,1
198867,10
198874,11
198875,23
198876,8
198881,7
198882,7
198883,21
198885,9
198887,7
198888,6
198891,16
198898,73
198899,10
198900,82
198901,30
198902,61
198903,73
198904,73
198905,64
198914,11
198916,20
198917,18
198919,23
198920,11
198921,16
198922,21
198924,9
198929,16
198930,2
198931,14
198933,35
198934,21
198935,20
198936,11
198937,22
198946,4
198949,1
198953,13
198961,6
198962,27
198963,13
198964,9
198965,6
198966,8
198967,7
198968,43
198969,33
198977,1
198978,1
198980,1
198981,1
198982,12
198984,6
198986,11
198987,17
198988,11
199010,1
199011,1
199018,10
199020,8
199022,3
199023,1
199025,3
199032,29
199077,6
199100,18
199123,9
199124,14
199125,7
199126,11
199132,9
199135,16
199140,26
199141,15
199176,31
199186,11
199187,8
199188,16
199189,4
199191,11
199235,3
199253,1
199254,1
199255,1
199259,4
199265,16
199266,19
199267,19
199268,10
199269,7
199270,15
199272,11
199275,18
199276,5
199277,4
199297,27
199298,1
199299,4
199301,10
199302,1
199303,14
199304,4
199305,9
199306,3
199314,16
199320,29
199321,1
199322,63
199323,68
199324,23
199325,59
199326,71
199327,60
199328,17
199329,56
199330,52
199331,22
199332,62
199333,29
199334,3
199335,52
199336,11
199337,47
199338,60
199339,39
199340,62
199341,43
199342,25
199343,60
199344,62
199345,58
199346,55
199347,35
199348,69
199349,66
199350,67
199351,8
199352,41
199353,65
199354,23
199355,8
199356,13
199357,65
199358,25
199359,22
199360,38
199361,1
199362,36
199363,2
199364,55
199365,60
199366,64
199367,64
199368,44
199369,40
199370,60
199371,66
199372,10
199373,23
199374,26
199375,20
199376,1
199377,27
199378,56
199379,20
199380,60
199381,18
199382,1
199383,14
199387,18
199388,1
199389,9
199390,3
199391,8
199392,16
199393,26
199394,15
199395,16
199396,11
199397,9
199398,19
199401,17
199402,2
199406,4
199410,5
199419,17
199420,16
199421,21
199422,5
199427,16
199428,3
199429,30
199430,2
199431,7
199433,1
199454,18
199455,1
199456,61
199457,20
199458,56
199459,15
